hhid,quarter,cluster,HholdID,personid,s1aq1_gender,s1aq2_ role_in_household,s2aq3_highest_level_of_education,s4aq40a_occupation,s4aq42_occupation_type_registration,s4aq44_occupation_place,s1aq4y_age,s1aq9a_tribe,s1bq5a_region of stay,s1aq5_marital_status
559108,2023Q1,591,8,7,Female,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS)",Private Informal,Own land / farm,43,Mole-Dagbani,,Married (Customary/Traditional)
559108,2023Q1,591,8,8,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, MILLET, SORGHUM, BAMBARA BEANS, BEANS)",Private Informal,Own land / farm,18,Mole-Dagbani,,Never married
659114,2023Q2,591,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MILLET, OKRO, TOMATOES, PEPPER, BEANS, GROUNDNUTS, MAIZE)",Private Informal,Own land / farm,51,Mole-Dagbani,Upper West,Married (Customary/Traditional)
659103,2023Q2,591,3,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,  MILLET, GROUNDNUT, YAM ETC)",Private Informal,Own land / farm,39,Mole-Dagbani,Upper West,Married (Customary/Traditional)
359112,2022Q3,591,12,1,Male,Head,Postmiddle/secondary certificate,"MIXED CROP FARMER (MAIZE, BEANS,SORGHUM)",Private Informal,Own land / farm,68,Mole-Dagbani,Savannah,Married (Customary/Traditional)
359108,2022Q3,591,8,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (BEANS, OKRO, TOMATOES, BAMBARA BEANS, MAIZE, MILLET)",Private Informal,Own land / farm,44,Mole-Dagbani,Upper West,Married (Customary/Traditional)
559110,2023Q1,591,10,2,Female,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER (BEANS, BAMBARA BEANS, GROUNDNUT, MAIZE, MILLET)",Private Informal,Other land / farm.,28,Mole-Dagbani,Savannah,Married (Customary/Traditional)
259112,2022Q2,591,12,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, BEANS,MILLET,PEPPER, OKRO AND GROUNDNUTS)",Private Informal,Other land / farm.,60,Mole-Dagbani,Upper West,Married (Customary/Traditional)
359102,2022Q3,591,2,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (PEPPER, MAIZE, BEANS, OKRO)",Private Informal,Own land / farm,45,Mole-Dagbani,Ashanti.,Married (Customary/Traditional)
559108,2023Q1,591,8,4,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BAMBARA BEANS, BEANS, MILLET, SORGHUM)",Private Informal,Own land / farm,19,Mole-Dagbani,,Never married
159102,2022Q1,591,2,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,RICE,COWPEA",Private Informal,Own land / farm,49,Mole-Dagbani,Bono,Married (Customary/Traditional)
559114,2023Q1,591,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS AND BEANS)",Private Informal,Other land / farm.,51,Mole-Dagbani,Upper West,Married (Customary/Traditional)
559115,2023Q1,591,15,1,Female,Head,Primary,"MIXED CROP FARMER ( MAIZE, MILLETS AND BEANS)",Private Informal,Other land / farm.,30,Mole-Dagbani,Upper West,Married (Customary/Traditional)
159112,2022Q1,591,12,1,Male,Head,Postmiddle/secondary certificate,"MIXED CROP FARMER (SORGHUM ,MAIZE,OKRO,PEPPER)",,Own land / farm,68,Mole-Dagbani,Savannah,Married (Customary/Traditional)
659112,2023Q2,591,12,6,Female,Other relative,JSS/JHS,"MIXED CROP FARMER (GROUNDNUTS, MAIZE, OKRO, PEPPER, BEANS)",Private Informal,Other land / farm.,19,Mole-Dagbani,Bono East,Never married
659114,2023Q2,591,14,7,Male,Other relative,Tertiary - Post graduate certificate / diploma,"MIXED CROP FARMER (MILLET, MAIZE, BEANS, GROUNDNUTS, OKRO, YAM)",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
359113,2022Q3,591,13,3,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE, SORGHUM)",,,19,Mole-Dagbani,,Never married
759112,2023Q3,591,12,6,Female,Other relative,JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLETS ,BEANS, SORGHUM, RICE)",Private Informal,Other land / farm.,19,Mole-Dagbani,Bono East,Never married
159108,2022Q1,591,8,7,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,GROUNDNUT,,COWPEA, BAMBARA BEANS,YAM,SORGHUM)",,Own land / farm,42,Mole-Dagbani,,Married (Customary/Traditional)
759112,2023Q3,591,12,1,Male,Head,Postmiddle/secondary certificate,"MIXED CROP FARMER (MAIZE, MILLETS ,BEANS, SORGHUM, RICE)",Private Informal,Own land / farm,69,Mole-Dagbani,Savannah,Married (Customary/Traditional)
259108,2022Q2,591,8,4,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER ( MAIZE,MILLET,GROUNDNUT, BAMBARA BEANS, BEANS  PEPPER AND OKRO)",Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
559102,2023Q1,591,2,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT,  MAIZE,  BEANS,  YAM, MILLET ETC)",Private Informal,Own land / farm,45,Mole-Dagbani,Ashanti.,Married (Customary/Traditional)
559103,2023Q1,591,3,3,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT,  MAIZE,  BEANS,  YAM, MILLET ETC)",Private Informal,Own land / farm,23,Mole-Dagbani,,Never married
159111,2022Q1,591,11,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE,GROUNDNUT,BAMBARA BEANS,COWPEA)",Private Informal,Own land / farm,32,Mole-Dagbani,,Married (Customary/Traditional)
359106,2022Q3,591,6,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (OKRO, PEPPER, MAIZE, BEANS, SORGHUM)",Private Informal,Own land / farm,37,Mole-Dagbani,Bono,Married (Customary/Traditional)
359112,2022Q3,591,12,6,Female,Other relative,JSS/JHS,"MIXED CROP FARMER (MAIZE, PEPPER, OKRO)",Private Informal,Own land / farm,18,Mole-Dagbani,Bono East,Never married
359110,2022Q3,591,10,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (PEPPER,OKRO,TOMATOES, MAIZE,BEANS, BAMBARA BEANS,SORGHUM)",Private Informal,Own land / farm,28,Mole-Dagbani,Savannah,Married (Customary/Traditional)
359105,2022Q3,591,5,3,Female,Other relative,0,"MIXED CROP FARMER (BEANS,BAMBARA BEANS, MAIZE,PEPPER,OKRO)",Private Informal,Own land / farm,38,Mole-Dagbani,Upper West,Separated
759108,2023Q3,591,8,11,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (MAIZE, MILLET, SORGHUM, YAM, BAMBARA BEANS, BEANS, GROUNDNUT,OKRO, PEPPER)",Private Informal,Other land / farm.,40,Mole-Dagbani,,Married (Customary/Traditional)
159116,2022Q1,591,16,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,SORGHUM,COWPEA, BAMBARA BEANS)",Private Informal,Own land / farm,31,Mole-Dagbani,,Married (Customary/Traditional)
659112,2023Q2,591,12,1,Male,Head,Postmiddle/secondary certificate,"MIXED CROP FARMER (MAIZE, BEANS, GROUNDNUTS, OKRO, PEPPER,BAMBARA BEANS)",Private Informal,Own land / farm,69,Mole-Dagbani,Savannah,Married (Customary/Traditional)
659111,2023Q2,591,11,1,Male,Head,JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, RICE, BAMBARA BEANS, MILLET)",Private Informal,Other land / farm.,34,Mole-Dagbani,,Married (Customary/Traditional)
159105,2022Q1,591,5,3,Female,Other relative,0,"MIXED CROP FARMER (MAIZE,COWPEA,BAMBARA BEANS)",,Own land / farm,37,Mole-Dagbani,Upper West,Separated
359114,2022Q3,591,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (SORGHUM, MAIZE, BEANS, PEPPER, OKRO)",Private Informal,Own land / farm,50,Mole-Dagbani,Upper West,Married (Customary/Traditional)
759103,2023Q3,591,3,1,Male,Head,0,"MIXED CROP FARMER ( MAIZE,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,51,Mole-Dagbani,,Married (Customary/Traditional)
159108,2022Q1,591,8,11,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,GROUNDNUT,,SORGHUM,COWPEA, BAMBARA BEANS)",,Own land / farm,38,Mole-Dagbani,,Married (Customary/Traditional)
659118,2023Q2,591,18,2,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE,  MILLET, GROUNDNUT, YAM ETC)",Private Informal,Own land / farm,24,Mole-Dagbani,,Never married
359108,2022Q3,591,8,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (OKRO,PEPPER, BAMBARA BEANS,MAIZE, COWPEA)",Private Informal,Own land / farm,21,Mole-Dagbani,,Never married
359103,2022Q3,591,3,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUTS, OKRO, PEPPER, MAIZE, BEANS, BAMBARA BEANS)",Private Informal,Own land / farm,38,Mole-Dagbani,Upper West,Married (Customary/Traditional)
359111,2022Q3,591,11,1,Male,Head,Primary,"MIXED CROP FARMER (RICE, MAIZE,BEANS)",Private Informal,Own land / farm,33,Mole-Dagbani,,Married (Customary/Traditional)
359113,2022Q3,591,13,1,Male,Head,Middle,"MIXED CROP FARMER (MAIZE,SORGHUM)",,,70,Mole-Dagbani,Upper West,Married (Customary/Traditional)
759111,2023Q3,591,11,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (MILLET, MAIZE, BAMBARA BEANS, BEANS, GROUNDNUT, OKRO, PEPPER,RICE)",Private Informal,Other land / farm.,35,Mole-Dagbani,Upper West,Married (Customary/Traditional)
759102,2023Q3,591,2,1,Male,Head,Primary,"MIXED CROP FARMER ( MAIZE,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,50,Mole-Dagbani,Bono,Married (Customary/Traditional)
159207,2022Q1,592,7,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,42,Mole-Dagbani,,Married (Customary/Traditional)
159201,2022Q1,592,1,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,19,Mole-Dagbani,,Never married
559211,2023Q1,592,11,1,Male,Head,0,"MIXED CROP FARMER ( GROUNDNUT,  MAIZE, MILLET , BEANS ETC)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
659215,2023Q2,592,15,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,22,Mole-Dagbani,,Married (Customary/Traditional)
759206,2023Q3,592,6,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLET, BEANS, GROUNDNUT, MILLET)",Private Informal,Own land / farm,69,Mole-Dagbani,,Married (Customary/Traditional)
759217,2023Q3,592,17,4,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,21,Mole-Dagbani,,Never married
659208,2023Q2,592,8,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BAMBARA BEANS, MILLET,BEANS)",Private Informal,Own land / farm,36,Mole-Dagbani,,Married (Customary/Traditional)
559205,2023Q1,592,5,1,Male,Head,0,"MIXED CROP FARMER (MILLET, MAIZE, YAM, BAMBARA BEANS, BEANS, GROUNDNUT)",Private Informal,Own land / farm,72,Mole-Dagbani,,Married (Customary/Traditional)
759217,2023Q3,592,17,1,Male,Head,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,48,Mole-Dagbani,,Married (Customary/Traditional)
159218,2022Q1,592,18,2,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,20,Mole-Dagbani,,Never married
559217,2023Q1,592,17,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS AND GROUNDNUTS)",Private Informal,Own land / farm,48,Mole-Dagbani,,Married (Customary/Traditional)
159212,2022Q1,592,12,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,41,Mole-Dagbani,,Married (Customary/Traditional)
159211,2022Q1,592,11,5,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,35,Mole-Dagbani,,Married (Customary/Traditional)
159216,2022Q1,592,16,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,20,Mole-Dagbani,,Married (Customary/Traditional)
359213,2022Q3,592,13,1,Male,Head,Primary,A FARMER WHO GROW CEREAL CROPS,Private Informal,Own land / farm,69,Mole-Dagbani,,Married (Customary/Traditional)
159201,2022Q1,592,1,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,41,Mole-Dagbani,,Married (Customary/Traditional)
559211,2023Q1,592,11,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT,  MAIZE, MILLET , BEANS ETC)",Private Informal,Own land / farm,40,Mole-Dagbani,,Married (Customary/Traditional)
659214,2023Q2,592,14,2,Female,Spouse (Wife/Husband/Living together),Middle,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,51,Mole-Dagbani,,Married (Customary/Traditional)
659210,2023Q2,592,10,3,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,60,Mole-Dagbani,,Married (Customary/Traditional)
659218,2023Q2,592,18,2,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
659217,2023Q2,592,17,4,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,21,Mole-Dagbani,,Never married
659217,2023Q2,592,17,3,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
659214,2023Q2,592,14,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Own land / farm,60,Mole-Dagbani,,Married (Customary/Traditional)
659208,2023Q2,592,8,6,Female,Parent,0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, MILLET,,BAMBARA  BEANS, OKRO, PEPPER)",Private Informal,Own land / farm,64,Mole-Dagbani,,Widowed
659215,2023Q2,592,15,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,29,Mole-Dagbani,,Married (Customary/Traditional)
559208,2023Q1,592,8,6,Female,Parent,0,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS, MAIZE, MILLET)",Private Informal,Own land / farm,63,Mole-Dagbani,,Widowed
159202,2022Q1,592,2,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,19,Mole-Dagbani,,Never married
659217,2023Q2,592,17,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,48,Mole-Dagbani,,Married (Customary/Traditional)
659209,2023Q2,592,9,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,19,Mole-Dagbani,,Never married
559206,2023Q1,592,6,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BAMBARA BEANS, BEANS, MILLET)",Private Informal,Own land / farm,57,Mole-Dagbani,,Married (Customary/Traditional)
559209,2023Q1,592,9,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (YAMS, GROUNDNUT, MAIZE,  MILLET ETC)",Private Informal,Own land / farm,18,Mole-Dagbani,,Never married
759209,2023Q3,592,9,1,Male,Head,0,"MIXED CROP FARMER ( MAIZE,  GROUNDNUT,  YAM,  BEANS,  RICE ETC)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
759215,2023Q3,592,15,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,23,Mole-Dagbani,,Married (Customary/Traditional)
159202,2022Q1,592,2,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,36,Mole-Dagbani,,Married (Customary/Traditional)
559217,2023Q1,592,17,3,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS AND GROUNDNUTS)",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
159209,2022Q1,592,9,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,35,Mole-Dagbani,,Married (Customary/Traditional)
559217,2023Q1,592,17,4,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS AND GROUNDNUTS)",Private Informal,Other land / farm.,21,Mole-Dagbani,,Never married
159210,2022Q1,592,10,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,74,Mole-Dagbani,,Married (Customary/Traditional)
159204,2022Q1,592,4,7,Female,Daughter in-law,Primary,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,24,Mole-Dagbani,Upper West,Married (Customary/Traditional)
759214,2023Q3,592,14,1,Male,Head,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,60,Mole-Dagbani,,Married (Customary/Traditional)
159206,2022Q1,592,6,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,56,Mole-Dagbani,,Married (Customary/Traditional)
159217,2022Q1,592,17,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,47,Mole-Dagbani,,Married (Customary/Traditional)
559216,2023Q1,592,16,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS AND GROUNDNUTS)",Private Informal,Other land / farm.,28,Mole-Dagbani,,Married (Customary/Traditional)
759218,2023Q3,592,18,2,Male,Child (Son/Daughter),0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
559216,2023Q1,592,16,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS AND GROUNDNUTS)",Private Informal,Other land / farm.,21,Mole-Dagbani,,Married (Customary/Traditional)
659205,2023Q2,592,5,1,Male,Head,0,"MIXED CROP FARMER (MILLET, MAIZE, BEANS, BAMBARA BEANS, YAM, GROUNDNUT)",Private Informal,Own land / farm,72,Mole-Dagbani,,Married (Customary/Traditional)
659209,2023Q2,592,9,1,Male,Head,0,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
159208,2022Q1,592,8,6,Female,Parent,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,62,Mole-Dagbani,,Widowed
759208,2023Q3,592,8,2,Female,Spouse (Wife/Husband/Living together),Nursery,"MIXED CROP FARMER (BEANS, MILLET, BEANS, BAMBARA  BEANS,GROUNDNUT)",Private Informal,Own land / farm,29,Mole-Dagbani,,Married (Customary/Traditional)
559208,2023Q1,592,8,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, GROUNDNUT, MILLET, BEANS, BAMBARA BEANS)",Private Informal,Own land / farm,36,Mole-Dagbani,,Married (Customary/Traditional)
559207,2023Q1,592,7,1,Male,Head,0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, MILLET, BEANS, BAMBARA BEANS, YAM)",Private Informal,Own land / farm,51,Mole-Dagbani,,Married (Customary/Traditional)
659213,2023Q2,592,13,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,50,Mole-Dagbani,,Married (Customary/Traditional)
559208,2023Q1,592,8,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLET, BEANS, BAMBARA BEANS, GROUNDNUT)",Private Informal,Own land / farm,28,Mole-Dagbani,,Married (Customary/Traditional)
559215,2023Q1,592,15,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,OKRO AND GROUNDNUTS)",Private Informal,Other land / farm.,28,Mole-Dagbani,,Married (Customary/Traditional)
659205,2023Q2,592,5,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, MILLET, BEANS, BAMBARA BEANS)",Private Informal,Own land / farm,56,Mole-Dagbani,Upper West,Married (Customary/Traditional)
159203,2022Q1,592,3,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,25,Mole-Dagbani,,Married (Customary/Traditional)
159204,2022Q1,592,4,2,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,30,Mole-Dagbani,,Married (Customary/Traditional)
159210,2022Q1,592,10,3,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,59,Mole-Dagbani,,Married (Customary/Traditional)
659212,2023Q2,592,12,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER  ( MILLET,  MAIZE,  GROUNDNUT,  YAM ETC)",Private Informal,Own land / farm,37,Mole-Dagbani,,Married (Customary/Traditional)
759205,2023Q3,592,5,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLET,YAM,SORGHUM, GROUNDNUT,BAMBARA BEANS)",Private Informal,Own land / farm,72,Mole-Dagbani,,Married (Customary/Traditional)
759211,2023Q3,592,11,1,Male,Head,0,"MIXED CROP FARMER ( MAIZE,  GROUNDNUT,  YAM,  BEANS,  RICE ETC)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
159218,2022Q1,592,18,1,Female,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,46,Mole-Dagbani,,Widowed
659213,2023Q2,592,13,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Own land / farm,70,Mole-Dagbani,,Married (Customary/Traditional)
659209,2023Q2,592,9,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,37,Mole-Dagbani,,Married (Customary/Traditional)
659216,2023Q2,592,16,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,28,Mole-Dagbani,,Married (Customary/Traditional)
159205,2022Q1,592,5,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,71,Mole-Dagbani,,Married (Customary/Traditional)
659217,2023Q2,592,17,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,40,Mole-Dagbani,,Married (Customary/Traditional)
759217,2023Q3,592,17,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,40,Mole-Dagbani,,Married (Customary/Traditional)
159216,2022Q1,592,16,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,27,Mole-Dagbani,,Married (Customary/Traditional)
159214,2022Q1,592,14,2,Female,Spouse (Wife/Husband/Living together),Middle,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Other land / farm.,50,Mole-Dagbani,,Married (Customary/Traditional)
659211,2023Q2,592,11,5,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,36,Mole-Dagbani,,Married (Customary/Traditional)
159201,2022Q1,592,1,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLETS, YAM,GROUNDNUTS, BAMBARA BEANS AND BEANS)",Private Informal,Own land / farm,51,Mole-Dagbani,,Married (Customary/Traditional)
659208,2023Q2,592,8,2,Female,Spouse (Wife/Husband/Living together),Nursery,"MIXED CROP FARMER (MAIZE, MILLET, BEANS, GROUNDNUT, BAMBARA BEANS, OKRO, PEPPER)",Private Informal,Own land / farm,28,Mole-Dagbani,,Married (Customary/Traditional)
